household_key,recency_days,frequency,monetary,R,F,M,RFM_Score,segment,INCOME_DESC,HOUSEHOLD_SIZE_DESC,AGE_DESC,MARITAL_STATUS_CODE,HH_COMP_DESC,KID_CATEGORY_DESC
743,14,71,1988.97,2,3,3,8,At Risk,,,,,,
744,7,158,4730.31,3,4,4,11,Loyal,,,,,,
745,2,180,6713.51,5,5,5,15,Champions,,,,,,
746,124,39,569.0500000000001,1,2,1,4,Lost,,,,,,
747,3,136,1166.73,4,4,2,10,Loyal,,,,,,
748,10,84,2709.18,3,3,3,9,At Risk,Under 15K,3,45-54,B,2 Adults Kids,1
749,7,77,1066.62,3,3,2,8,At Risk,,,,,,
750,3,49,598.62,4,2,1,7,Potential Loyalists,,,,,,
751,57,27,521.04,1,1,1,3,Lost,,,,,,
752,3,106,3792.56,4,4,4,12,Champions,75-99K,2,35-44,A,Single Female,None/Unknown
753,1,50,2177.13,5,2,3,10,Potential Loyalists,75-99K,4,45-54,A,2 Adults Kids,2
754,13,32,1535.13,2,1,2,5,One-time Buyers,,,,,,
755,3,307,10617.05,4,5,5,14,Champions,50-74K,1,35-44,U,Unknown,None/Unknown
756,71,24,690.42,1,1,1,3,Lost,,,,,,
757,44,40,2023.3700000000001,1,2,3,6,Lost,,,,,,
758,25,17,344.92,2,1,1,4,One-time Buyers,,,,,,
759,7,41,1274.09,3,2,2,7,At Risk,,,,,,
760,163,70,1872.52,1,3,3,7,Lost,,,,,,
761,1,178,9036.01,5,5,5,15,Champions,125-149K,5+,25-34,A,1 Adult Kids,3+
762,1,886,8982.79,5,5,5,15,Champions,125-149K,2,35-44,A,Single Female,None/Unknown
763,93,40,2815.58,1,2,4,7,Lost,,,,,,
764,9,112,3196.78,3,4,4,11,Loyal,50-74K,5+,35-44,A,2 Adults Kids,3+
765,2,30,1586.58,5,1,2,8,New Customers,,,,,,
766,11,122,8350.09,2,4,5,11,At Risk,150-174K,2,45-54,A,2 Adults No Kids,None/Unknown
767,33,13,562.77,1,1,1,3,Lost,,,,,,
768,2,466,6681.35,5,5,5,15,Champions,50-74K,2,35-44,A,Single Female,None/Unknown
769,7,46,1543.63,3,2,2,7,At Risk,,,,,,
770,14,43,2246.36,2,2,3,7,At Risk,50-74K,5+,25-34,A,2 Adults Kids,3+
771,1,497,7990.97,5,5,5,15,Champions,50-74K,1,45-54,U,Unknown,None/Unknown
772,26,42,271.88,2,2,1,5,Low Value,,,,,,
773,9,22,899.63,3,1,2,6,One-time Buyers,,,,,,
774,56,16,909.96,1,1,2,4,Lost,,,,,,
775,198,33,1121.0,1,2,2,5,Lost,,,,,,
776,6,72,3153.7,3,3,4,10,At Risk,,,,,,
777,2,40,2745.75,5,2,3,10,Potential Loyalists,,,,,,
778,102,123,2285.59,1,4,3,8,Lost,,,,,,
779,2,86,3918.28,5,3,4,12,Potential Loyalists,125-149K,3,65+,U,2 Adults Kids,1
780,7,67,579.72,3,3,1,7,Low Value,,,,,,
781,7,57,1665.51,3,2,3,8,At Risk,,,,,,
782,49,70,1557.05,1,3,2,6,Lost,,,,,,
783,126,17,387.34,1,1,1,3,Lost,,,,,,
784,4,134,3117.66,4,4,4,12,Champions,100-124K,2,45-54,A,Single Female,None/Unknown
785,5,103,2089.8,3,4,3,10,Loyal,75-99K,2,65+,A,2 Adults No Kids,None/Unknown
786,6,204,7434.07,3,5,5,13,Loyal,75-99K,2,19-24,U,2 Adults No Kids,None/Unknown
787,3,190,2504.59,4,5,3,12,Loyal,25-34K,1,25-34,B,Single Male,None/Unknown
788,3,295,7514.2,4,5,5,14,Champions,Under 15K,2,25-34,U,1 Adult Kids,1
789,3,26,370.3,4,1,1,6,One-time Buyers,,,,,,
790,8,58,2842.63,3,2,4,9,At Risk,50-74K,1,45-54,U,Unknown,None/Unknown
791,90,21,303.01,1,1,1,3,Lost,,,,,,
792,1,23,337.11,5,1,1,7,New Customers,,,,,,
793,9,107,1832.03,3,4,3,10,Loyal,,,,,,
794,15,32,1752.5,2,1,3,6,One-time Buyers,,,,,,
795,41,45,1295.91,1,2,2,5,Lost,,,,,,
796,12,50,445.65,2,2,1,5,Low Value,,,,,,
797,6,92,3059.57,3,3,4,10,At Risk,75-99K,2,25-34,U,2 Adults No Kids,None/Unknown
798,7,54,1586.58,3,2,2,7,At Risk,,,,,,
799,3,68,2084.11,4,3,3,10,Potential Loyalists,,,,,,
800,1,443,10426.58,5,5,5,15,Champions,35-49K,2,25-34,A,2 Adults No Kids,None/Unknown
801,5,29,1652.07,3,1,3,7,One-time Buyers,,,,,,
802,10,59,2154.43,3,2,3,8,At Risk,35-49K,2,65+,U,2 Adults No Kids,None/Unknown
803,5,65,2036.84,3,3,3,9,At Risk,75-99K,2,25-34,U,2 Adults No Kids,None/Unknown
804,7,221,3917.7400000000002,3,5,4,12,Loyal,,,,,,
805,2,304,5565.47,5,5,5,15,Champions,,,,,,
806,1,125,5875.35,5,4,5,14,Champions,75-99K,2,35-44,A,2 Adults No Kids,None/Unknown
807,8,123,4014.02,3,4,4,11,Loyal,,,,,,
808,1,206,2317.9,5,5,3,13,Loyal,75-99K,3,45-54,U,2 Adults Kids,1
809,21,57,619.75,2,2,1,5,Low Value,,,,,,
810,18,37,540.1,2,2,1,5,Low Value,,,,,,
811,15,39,680.23,2,2,1,5,Low Value,,,,,,
812,26,93,1165.27,2,3,2,7,At Risk,,,,,,
813,4,33,2065.1,4,2,3,9,Potential Loyalists,,,,,,
814,25,23,773.76,2,1,2,5,One-time Buyers,,,,,,
815,18,47,1802.37,2,2,3,7,At Risk,,,,,,
816,16,106,3468.66,2,4,4,10,At Risk,50-74K,1,25-34,U,Single Female,None/Unknown
817,6,147,4801.85,3,4,4,11,Loyal,150-174K,3,35-44,A,2 Adults Kids,1
818,1,52,1724.59,5,2,3,10,Potential Loyalists,,,,,,
819,11,6,161.75,2,1,1,4,One-time Buyers,,,,,,
820,1,208,4603.9800000000005,5,5,4,14,Champions,,,,,,
821,92,17,464.56,1,1,1,3,Lost,,,,,,
822,13,42,866.5600000000001,2,2,2,6,At Risk,,,,,,
823,7,117,2590.15,3,4,3,10,Loyal,50-74K,3,35-44,A,2 Adults Kids,1
824,1,57,1167.03,5,2,2,9,Potential Loyalists,,,,,,
825,4,242,11835.02,4,5,5,14,Champions,175-199K,2,45-54,A,2 Adults No Kids,None/Unknown
826,27,26,203.01,2,1,1,4,One-time Buyers,,,,,,
827,3,20,326.88,4,1,1,6,One-time Buyers,,,,,,
828,212,37,1123.16,1,2,2,5,Lost,,,,,,
829,14,32,1635.21,2,1,3,6,One-time Buyers,,,,,,
830,1,231,1694.32,5,5,3,13,Loyal,,,,,,
831,6,166,8831.35,3,5,5,13,Loyal,50-74K,3,45-54,B,1 Adult Kids,2
832,12,14,479.24,2,1,1,4,One-time Buyers,,,,,,
833,107,34,1975.56,1,2,3,6,Lost,,,,,,
834,5,28,946.28,3,1,2,6,One-time Buyers,,,,,,
835,124,17,273.81,1,1,1,3,Lost,,,,,,
836,21,75,1564.35,2,3,2,7,At Risk,,,,,,
837,4,36,793.38,4,2,2,8,Potential Loyalists,,,,,,
838,2,32,384.69,5,1,1,7,New Customers,,,,,,
839,20,10,846.7,2,1,2,5,One-time Buyers,,,,,,
840,1,214,11944.57,5,5,5,15,Champions,75-99K,5+,35-44,A,2 Adults Kids,3+
841,1,157,2550.37,5,4,3,12,Loyal,,,,,,
842,12,506,7527.27,2,5,5,12,At Risk,,,,,,
843,2,74,2619.23,5,3,3,11,Potential Loyalists,,,,,,
844,2,141,5399.64,5,4,5,14,Champions,200-249K,2,45-54,A,2 Adults No Kids,None/Unknown
845,7,117,5097.28,3,4,5,12,Loyal,50-74K,1,19-24,B,Single Female,None/Unknown
846,28,34,1120.9,2,2,2,6,At Risk,,,,,,
847,4,53,1463.32,4,2,2,8,Potential Loyalists,,,,,,
848,8,29,2684.13,3,1,3,7,One-time Buyers,,,,,,
849,4,62,4599.52,4,3,4,11,Potential Loyalists,,,,,,
850,11,97,1252.91,2,3,2,7,At Risk,,,,,,
851,50,21,166.78,1,1,1,3,Lost,,,,,,
852,8,95,1943.73,3,3,3,9,At Risk,35-49K,4,25-34,U,2 Adults Kids,2
853,2,516,13497.29,5,5,5,15,Champions,175-199K,1,25-34,B,Single Female,None/Unknown
854,34,36,551.87,1,2,1,4,Lost,,,,,,
855,2,216,5617.79,5,5,5,15,Champions,,,,,,
856,2,182,5080.04,5,5,4,14,Champions,35-49K,1,55-64,B,Single Female,None/Unknown
857,9,43,4040.81,3,2,4,9,At Risk,35-49K,3,65+,A,1 Adult Kids,1
858,2,42,594.23,5,2,1,8,Potential Loyalists,,,,,,
859,2,194,7074.2,5,5,5,15,Champions,50-74K,1,25-34,U,Single Female,None/Unknown
860,76,52,261.06,1,2,1,4,Lost,,,,,,
861,6,34,1382.53,3,2,2,7,At Risk,,,,,,
862,1,71,1753.9,5,3,3,11,Potential Loyalists,,,,,,
863,1,146,2183.53,5,4,3,12,Loyal,15-24K,1,45-54,U,Unknown,None/Unknown
864,1,109,7892.97,5,4,5,14,Champions,15-24K,1,35-44,U,Single Female,None/Unknown
865,17,35,1887.73,2,2,3,7,At Risk,75-99K,5+,35-44,A,2 Adults Kids,3+
866,19,136,5519.35,2,4,5,11,At Risk,15-24K,2,45-54,U,1 Adult Kids,1
867,1,182,6088.84,5,5,5,15,Champions,75-99K,1,45-54,U,Unknown,None/Unknown
868,4,162,6836.65,4,4,5,13,Champions,35-49K,2,65+,A,2 Adults No Kids,None/Unknown
869,2,130,1428.67,5,4,2,11,Loyal,,,,,,
870,294,12,241.41,1,1,1,3,Lost,,,,,,
871,3,132,10435.960000000001,4,4,5,13,Champions,200-249K,3,35-44,A,2 Adults Kids,1
872,22,9,172.07,2,1,1,4,One-time Buyers,,,,,,
873,14,113,2938.15,2,4,4,10,At Risk,,,,,,
874,155,5,222.22,1,1,1,3,Lost,,,,,,
875,23,68,1473.27,2,3,2,7,At Risk,25-34K,3,25-34,U,2 Adults Kids,1
876,4,200,5899.04,4,5,5,14,Champions,,,,,,
877,12,63,3355.07,2,3,4,9,At Risk,,,,,,
878,3,181,5980.72,4,5,5,14,Champions,35-49K,3,25-34,U,1 Adult Kids,2
879,8,96,2448.6,3,3,3,9,At Risk,50-74K,2,35-44,B,2 Adults No Kids,None/Unknown
880,39,12,197.39,1,1,1,3,Lost,,,,,,
881,1,139,4295.11,5,4,4,13,Champions,,,,,,
882,10,240,4609.8,3,5,4,12,Loyal,50-74K,2,45-54,U,2 Adults No Kids,None/Unknown
883,2,352,10165.13,5,5,5,15,Champions,35-49K,2,35-44,A,2 Adults No Kids,None/Unknown
884,3,70,674.35,4,3,1,8,Potential Loyalists,,,,,,
885,3,87,2602.8,4,3,3,10,Potential Loyalists,,,,,,
886,3,198,4890.11,4,5,4,13,Champions,100-124K,2,35-44,A,2 Adults No Kids,None/Unknown
887,18,48,1133.71,2,2,2,6,At Risk,,,,,,
888,6,79,8689.01,3,3,5,11,At Risk,150-174K,3,25-34,U,2 Adults Kids,1
889,1,216,12983.01,5,5,5,15,Champions,50-74K,4,25-34,A,2 Adults Kids,2
890,18,31,1068.91,2,1,2,5,One-time Buyers,,,,,,
891,1,113,7035.21,5,4,5,14,Champions,,,,,,
892,107,22,443.31,1,1,1,3,Lost,,,,,,
893,3,111,4729.01,4,4,4,12,Champions,,,,,,
894,28,31,1095.29,2,1,2,5,One-time Buyers,,,,,,
895,12,211,8700.15,2,5,5,12,At Risk,150-174K,1,45-54,U,Single Male,None/Unknown
896,6,112,5274.46,3,4,5,12,Loyal,,,,,,
897,2,62,840.23,5,3,2,10,Potential Loyalists,,,,,,
898,1,315,8355.23,5,5,5,15,Champions,125-149K,2,55-64,A,2 Adults No Kids,None/Unknown
899,74,12,315.15,1,1,1,3,Lost,,,,,,
900,1,1223,16450.53,5,5,5,15,Champions,35-49K,2,35-44,A,2 Adults No Kids,None/Unknown
901,3,76,2766.7,4,3,3,10,Potential Loyalists,,,,,,
902,106,10,135.23000000000002,1,1,1,3,Lost,,,,,,
903,11,72,2949.56,2,3,4,9,At Risk,35-49K,1,35-44,U,Single Male,None/Unknown
904,2,31,890.25,5,1,2,8,New Customers,,,,,,
905,52,31,851.9300000000001,1,1,2,4,Lost,,,,,,
906,1,382,7048.71,5,5,5,15,Champions,Under 15K,2,55-64,A,Single Female,None/Unknown
907,4,92,1953.06,4,3,3,10,Potential Loyalists,,,,,,
908,5,199,6097.47,3,5,5,13,Loyal,100-124K,3,45-54,A,2 Adults Kids,1
909,1,713,12414.56,5,5,5,15,Champions,,,,,,
910,70,34,1158.1100000000001,1,2,2,5,Lost,,,,,,
911,21,75,3696.76,2,3,4,9,At Risk,125-149K,2,25-34,A,2 Adults No Kids,None/Unknown
912,96,20,1164.11,1,1,2,4,Lost,,,,,,
913,9,69,1830.63,3,3,3,9,At Risk,,,,,,
914,3,60,1834.08,4,3,3,10,Potential Loyalists,15-24K,2,45-54,B,2 Adults No Kids,None/Unknown
915,5,119,970.11,3,4,2,9,Loyal,15-24K,1,45-54,U,Single Female,None/Unknown
916,4,206,3764.6,4,5,4,13,Champions,,,,,,
917,144,44,488.48,1,2,1,4,Lost,,,,,,
918,107,152,3135.38,1,4,4,9,Lost,,,,,,
919,2,135,1469.45,5,4,2,11,Loyal,,,,,,
920,2,238,5887.36,5,5,5,15,Champions,35-49K,5+,45-54,A,2 Adults Kids,3+
921,107,9,101.3,1,1,1,3,Lost,,,,,,
922,14,150,3336.9900000000002,2,4,4,10,At Risk,35-49K,1,45-54,U,Unknown,None/Unknown
923,4,164,3305.54,4,5,4,13,Champions,,,,,,
924,4,95,2336.18,4,3,3,10,Potential Loyalists,,,,,,
925,61,79,485.24,1,3,1,5,Lost,,,,,,
926,8,241,7274.1,3,5,5,13,Loyal,Under 15K,2,35-44,U,2 Adults No Kids,None/Unknown
927,15,46,1530.88,2,2,2,6,At Risk,,,,,,
928,6,137,3571.7,3,4,4,11,Loyal,,,,,,
929,6,244,5342.55,3,5,5,13,Loyal,25-34K,2,45-54,B,1 Adult Kids,1
930,1,43,966.88,5,2,2,9,Potential Loyalists,,,,,,
931,44,42,4967.07,1,2,4,7,Lost,,,,,,
932,21,158,5845.96,2,4,5,11,At Risk,15-24K,2,19-24,U,2 Adults No Kids,None/Unknown
933,54,79,2175.19,1,3,3,7,Lost,,,,,,
934,4,234,10709.38,4,5,5,14,Champions,Under 15K,1,45-54,U,Single Female,None/Unknown
935,22,57,1564.67,2,2,2,6,At Risk,,,,,,
936,1,502,7089.49,5,5,5,15,Champions,,,,,,
937,4,68,1669.89,4,3,3,10,Potential Loyalists,,,,,,
938,70,26,1647.3600000000001,1,1,3,5,Lost,,,,,,
939,3,154,5254.66,4,4,5,13,Champions,75-99K,2,45-54,U,2 Adults No Kids,None/Unknown
940,31,65,1261.6200000000001,1,3,2,6,Lost,,,,,,
941,2,122,2206.06,5,4,3,12,Loyal,200-249K,2,19-24,A,2 Adults No Kids,None/Unknown
942,32,215,5890.14,1,5,5,11,Lost,,,,,,
943,33,144,3434.14,1,4,4,9,Lost,,,,,,
944,11,104,2859.76,2,4,4,10,At Risk,,,,,,
945,9,51,1926.03,3,2,3,8,At Risk,,,,,,
946,3,136,2530.45,4,4,3,11,Loyal,Under 15K,1,19-24,U,Single Female,None/Unknown
947,2,221,2305.51,5,5,3,13,Loyal,35-49K,1,65+,B,Single Male,None/Unknown
948,340,4,304.85,1,1,1,3,Lost,,,,,,
949,5,134,5799.97,3,4,5,12,Loyal,50-74K,2,25-34,U,2 Adults No Kids,None/Unknown
950,102,58,2027.0,1,2,3,6,Lost,,,,,,
951,1,18,690.22,5,1,1,7,New Customers,,,,,,
952,4,111,2201.47,4,4,3,11,Loyal,,,,,,
953,12,114,2513.39,2,4,3,9,At Risk,,,,,,
954,18,53,2537.43,2,2,3,7,At Risk,,,,,,
955,1,274,4053.69,5,5,4,14,Champions,Under 15K,1,19-24,U,Single Female,None/Unknown
956,1,621,10231.93,5,5,5,15,Champions,50-74K,2,45-54,U,2 Adults No Kids,None/Unknown
957,1,576,3754.9,5,5,4,14,Champions,,,,,,
958,5,11,313.37,3,1,1,5,One-time Buyers,,,,,,
959,4,60,1074.69,4,3,2,9,Potential Loyalists,,,,,,
960,2,106,2447.4900000000002,5,4,3,12,Loyal,125-149K,5+,35-44,A,2 Adults Kids,3+
961,14,72,3956.27,2,3,4,9,At Risk,,,,,,
962,20,53,1530.44,2,2,2,6,At Risk,,,,,,
963,124,43,2036.66,1,2,3,6,Lost,,,,,,
964,5,88,2044.8500000000001,3,3,3,9,At Risk,,,,,,
965,8,52,1764.07,3,2,3,8,At Risk,,,,,,
966,58,16,202.06,1,1,1,3,Lost,,,,,,
967,46,10,299.38,1,1,1,3,Lost,,,,,,
968,1,167,9805.11,5,5,5,15,Champions,35-49K,2,35-44,B,1 Adult Kids,1
969,28,8,311.59000000000003,2,1,1,4,One-time Buyers,,,,,,
970,12,15,691.45,2,1,1,4,One-time Buyers,,,,,,
971,1,126,3676.15,5,4,4,13,Champions,35-49K,3,25-34,A,2 Adults Kids,1
972,2,197,4219.18,5,5,4,14,Champions,,,,,,
973,2,84,13486.32,5,3,5,13,Potential Loyalists,50-74K,4,35-44,A,2 Adults Kids,2
974,2,43,1993.06,5,2,3,10,Potential Loyalists,,,,,,
975,1,182,4769.31,5,5,4,14,Champions,,,,,,
976,6,82,6190.51,3,3,5,11,At Risk,200-249K,5+,25-34,A,2 Adults Kids,3+
977,15,34,1036.52,2,2,2,6,At Risk,,,,,,
978,1,71,3014.35,5,3,4,12,Potential Loyalists,,,,,,
979,2,205,12854.66,5,5,5,15,Champions,35-49K,2,35-44,B,1 Adult Kids,1
980,15,29,1330.22,2,1,2,5,One-time Buyers,,,,,,
981,22,36,1394.1100000000001,2,2,2,6,At Risk,25-34K,2,45-54,A,Single Female,None/Unknown
982,2,412,18790.34,5,5,5,15,Champions,35-49K,4,45-54,U,2 Adults Kids,2
983,1,196,3807.15,5,5,4,14,Champions,35-49K,3,45-54,A,2 Adults Kids,1
984,28,32,1219.71,1,1,2,4,Lost,,,,,,
985,3,110,2057.47,4,4,3,11,Loyal,,,,,,
986,14,90,1827.8700000000001,2,3,3,8,At Risk,35-49K,1,25-34,U,Single Male,None/Unknown
987,11,75,2334.53,2,3,3,8,At Risk,,,,,,
988,1,196,6109.18,5,5,5,15,Champions,,,,,,
989,5,174,4663.38,3,5,4,12,Loyal,,,,,,
990,142,16,247.12,1,1,1,3,Lost,,,,,,
991,47,31,1419.8799999999999,1,1,2,4,Lost,,,,,,
992,1,102,823.35,5,4,2,11,Loyal,35-49K,3,45-54,A,2 Adults Kids,1
993,9,126,3064.87,3,4,4,11,Loyal,50-74K,5+,55-64,A,1 Adult Kids,3+
994,9,21,581.45,3,1,1,5,One-time Buyers,,,,,,
995,9,21,1217.16,3,1,2,6,One-time Buyers,,,,,,
996,1,139,2220.85,5,4,3,12,Loyal,25-34K,2,55-64,A,2 Adults No Kids,None/Unknown
997,1,92,4646.81,5,3,4,12,Potential Loyalists,75-99K,1,45-54,U,Single Male,None/Unknown
998,9,250,8305.39,3,5,5,13,Loyal,,,,,,
999,13,57,2154.25,2,2,3,7,At Risk,,,,,,
1000,6,138,4150.76,3,4,4,11,Loyal,,,,,,
1001,2,90,4082.0,5,3,4,12,Potential Loyalists,50-74K,1,45-54,U,Unknown,None/Unknown
1002,1,30,973.9300000000001,5,1,2,8,New Customers,,,,,,
1003,29,63,2588.73,1,3,3,7,Lost,25-34K,1,35-44,U,Single Female,None/Unknown
1004,3,253,3708.7200000000003,4,5,4,13,Champions,15-24K,1,25-34,U,Single Male,None/Unknown
1005,1,180,2470.09,5,5,3,13,Loyal,,,,,,
1006,50,11,161.48,1,1,1,3,Lost,,,,,,
1007,3,122,1368.97,4,4,2,10,Loyal,,,,,,
1008,22,40,511.12,2,2,1,5,Low Value,,,,,,
1009,126,23,125.52,1,1,1,3,Lost,,,,,,
1010,2,91,2486.39,5,3,3,11,Potential Loyalists,,,,,,
1011,8,140,3495.2,3,4,4,11,Loyal,,,,,,
1012,39,121,2342.51,1,4,3,8,Lost,35-49K,5+,35-44,A,Unknown,3+
1013,7,35,947.03,3,2,2,7,At Risk,,,,,,
1014,9,161,4199.76,3,4,4,11,Loyal,15-24K,4,45-54,A,2 Adults Kids,2
1015,2,108,3807.72,5,4,4,13,Champions,50-74K,1,45-54,U,Unknown,None/Unknown
1016,58,40,3089.84,1,2,4,7,Lost,,,,,,
1017,11,63,3436.26,2,3,4,9,At Risk,,,,,,
1018,5,167,2138.59,3,5,3,11,Loyal,35-49K,5+,45-54,A,2 Adults Kids,3+
1019,9,53,1553.56,3,2,2,7,At Risk,,,,,,
1020,1,171,9561.460000000001,5,5,5,15,Champions,25-34K,2,45-54,A,2 Adults No Kids,None/Unknown
1021,4,99,2086.12,4,3,3,10,Potential Loyalists,50-74K,5+,35-44,A,2 Adults Kids,3+
1022,131,36,263.27,1,2,1,4,Lost,,,,,,
1023,2,603,38319.79,5,5,5,15,Champions,,,,,,
1024,5,145,9448.75,3,4,5,12,Loyal,Under 15K,4,25-34,A,2 Adults Kids,2
1025,16,81,3552.13,2,3,4,9,At Risk,,,,,,
1026,281,26,412.54,1,1,1,3,Lost,,,,,,
1027,2,41,1064.99,5,2,2,9,Potential Loyalists,,,,,,
1028,154,12,121.91,1,1,1,3,Lost,,,,,,
1029,4,276,13785.55,4,5,5,14,Champions,,,,,,
1030,48,30,1260.29,1,1,2,4,Lost,,,,,,
1031,155,146,4232.12,1,4,4,9,Lost,75-99K,2,35-44,A,2 Adults No Kids,None/Unknown
1032,56,92,2473.76,1,3,3,7,Lost,,,,,,
1033,72,26,1366.97,1,1,2,4,Lost,,,,,,
1034,14,70,840.87,2,3,2,7,At Risk,,,,,,
1035,305,4,183.04,1,1,1,3,Lost,,,,,,
1036,54,27,1231.17,1,1,2,4,Lost,,,,,,
1037,1,33,1076.69,5,2,2,9,Potential Loyalists,,,,,,
1038,10,275,1602.0,3,5,2,10,Loyal,Under 15K,1,55-64,U,Single Male,None/Unknown
1039,3,82,5168.38,4,3,5,12,Potential Loyalists,,,,,,
1040,2,229,5664.74,5,5,5,15,Champions,100-124K,1,25-34,B,Single Male,None/Unknown
1041,1,291,7156.7,5,5,5,15,Champions,35-49K,1,25-34,U,Single Male,None/Unknown
1042,6,248,5284.12,3,5,5,13,Loyal,75-99K,2,25-34,U,2 Adults No Kids,None/Unknown
1043,44,19,988.73,1,1,2,4,Lost,,,,,,
1044,6,20,423.51,3,1,1,5,One-time Buyers,,,,,,
1045,2,295,4893.11,5,5,4,14,Champions,Under 15K,2,25-34,A,Single Male,None/Unknown
1046,17,153,4314.95,2,4,4,10,At Risk,,,,,,
1047,7,80,1052.94,3,3,2,8,At Risk,,,,,,
1048,64,103,1934.45,1,4,3,8,Lost,,,,,,
1049,7,55,698.06,3,2,1,6,Low Value,,,,,,
1050,3,135,5134.89,4,4,5,13,Champions,,,,,,
1051,15,55,2275.67,2,2,3,7,At Risk,,,,,,
1052,481,7,231.66,1,1,1,3,Lost,,,,,,
1053,5,96,4616.42,3,3,4,10,At Risk,100-124K,2,55-64,A,2 Adults No Kids,None/Unknown
1054,23,41,1035.19,2,2,2,6,At Risk,,,,,,
1055,15,81,1204.41,2,3,2,7,At Risk,,,,,,
1056,10,66,4871.09,3,3,4,10,At Risk,,,,,,
1057,2,184,8219.34,5,5,5,15,Champions,50-74K,1,35-44,U,Single Male,None/Unknown
1058,1,563,3280.18,5,5,4,14,Champions,,,,,,
1059,157,5,72.91,1,1,1,3,Lost,,,,,,
1060,40,64,6096.93,1,3,5,9,Lost,35-49K,2,35-44,B,2 Adults No Kids,None/Unknown
1061,3,147,6211.67,4,4,5,13,Champions,,,,,,
1062,1,216,1495.76,5,5,2,12,Loyal,15-24K,2,65+,U,2 Adults No Kids,None/Unknown
1063,91,57,1327.48,1,2,2,5,Lost,,,,,,
1064,4,44,3074.68,4,2,4,10,Potential Loyalists,,,,,,
1065,7,50,5167.16,3,2,5,10,At Risk,,,,,,
1066,4,245,3114.34,4,5,4,13,Champions,25-34K,2,35-44,U,2 Adults No Kids,None/Unknown
1067,10,62,3741.92,3,3,4,10,At Risk,,,,,,
1068,12,111,1321.85,2,4,2,8,At Risk,,,,,,
1069,31,55,3433.27,1,2,4,7,Lost,35-49K,2,25-34,U,2 Adults No Kids,None/Unknown
1070,4,177,5187.13,4,5,5,14,Champions,50-74K,2,35-44,U,2 Adults No Kids,None/Unknown
1071,7,84,2052.29,3,3,3,9,At Risk,,,,,,
1072,11,61,2694.8,2,3,3,8,At Risk,,,,,,
1073,2,121,3014.08,5,4,4,13,Champions,,,,,,
1074,5,132,7769.22,3,4,5,12,Loyal,35-49K,4,45-54,A,2 Adults Kids,2
1075,23,67,1469.02,2,3,2,7,At Risk,,,,,,
1076,1,86,2241.01,5,3,3,11,Potential Loyalists,35-49K,2,25-34,B,2 Adults No Kids,None/Unknown
1077,7,36,1492.81,3,2,2,7,At Risk,,,,,,
1078,2,250,6885.6900000000005,5,5,5,15,Champions,,,,,,
1079,50,50,1001.3,1,2,2,5,Lost,,,,,,
1080,24,84,2206.11,2,3,3,8,At Risk,,,,,,
1081,13,139,10201.55,2,4,5,11,At Risk,75-99K,2,55-64,A,2 Adults No Kids,None/Unknown
1082,1,142,2032.54,5,4,3,12,Loyal,35-49K,1,45-54,U,Single Male,None/Unknown
1083,18,54,1396.93,2,2,2,6,At Risk,,,,,,
1084,1,225,2363.16,5,5,3,13,Loyal,35-49K,3,25-34,U,2 Adults Kids,1
1085,10,106,4806.0,3,4,4,11,Loyal,,,,,,
1086,12,30,1188.61,2,1,2,5,One-time Buyers,,,,,,
1087,23,149,3010.24,2,4,4,10,At Risk,,,,,,
1088,1,91,1439.61,5,3,2,10,Potential Loyalists,,,,,,
1089,8,96,2404.98,3,3,3,9,At Risk,,,,,,
1090,30,12,307.87,1,1,1,3,Lost,,,,,,
1091,46,116,5617.4,1,4,5,10,Lost,75-99K,2,45-54,A,2 Adults No Kids,None/Unknown
1092,6,42,944.6899999999999,3,2,2,7,At Risk,,,,,,
1093,1,33,993.76,5,2,2,9,Potential Loyalists,,,,,,
1094,3,95,5935.57,4,3,5,12,Potential Loyalists,75-99K,5+,45-54,A,2 Adults Kids,3+
1095,68,30,599.54,1,1,1,3,Lost,,,,,,
1096,27,47,592.36,2,2,1,5,Low Value,,,,,,
1097,7,165,8806.33,3,5,5,13,Loyal,,,,,,
1098,1,449,9500.7,5,5,5,15,Champions,,,,,,
1099,64,28,683.13,1,1,1,3,Lost,,,,,,
1100,9,26,313.40999999999997,3,1,1,5,One-time Buyers,,,,,,
1101,51,16,190.78,1,1,1,3,Lost,,,,,,
1102,19,81,2263.4,2,3,3,8,At Risk,,,,,,
1103,4,204,6104.1900000000005,4,5,5,14,Champions,50-74K,3,35-44,A,2 Adults Kids,1
1104,14,118,3378.16,2,4,4,10,At Risk,,,,,,
1105,24,9,500.14,2,1,1,4,One-time Buyers,,,,,,
1106,10,38,683.26,3,2,1,6,Low Value,,,,,,
1107,64,22,877.32,1,1,2,4,Lost,,,,,,
1108,35,22,292.1,1,1,1,3,Lost,,,,,,
1109,21,87,3059.0,2,3,4,9,At Risk,,,,,,
1110,4,133,5508.47,4,4,5,13,Champions,,,,,,
1111,5,321,18894.72,3,5,5,13,Loyal,,,,,,
1112,36,52,1889.45,1,2,3,6,Lost,,,,,,
1113,2,176,4391.3,5,5,4,14,Champions,50-74K,3,45-54,A,2 Adults Kids,1
1114,2,44,970.95,5,2,2,9,Potential Loyalists,,,,,,
1115,4,51,1828.6399999999999,4,2,3,9,Potential Loyalists,,,,,,
